playerid,PlayerName,role,Team,IP_atc,SO_mean,SO_p05,SO_p50,SO_p95,BB_mean,BB_p05,BB_p50,BB_p95,H_mean,H_p05,H_p50,H_p95,ER_mean,ER_p05,ER_p50,ER_p95,W_mean,W_p05,W_p50,W_p95,SVHLD_mean,SVHLD_p05,SVHLD_p50,SVHLD_p95,WHIP_mean,WHIP_p05,WHIP_p50,WHIP_p95,Ks_mean,Ks_p05,Ks_p50,Ks_p95,W_mean_t,W_p05_t,W_p50_t,W_p95_t,SVHLD_mean_t,SVHLD_p05_t,SVHLD_p50_t,SVHLD_p95_t,ERA_mean,ERA_p05,ERA_p50,ERA_p95,K9_mean,K9_p05,K9_p50,K9_p95,BB9_mean,BB9_p05,BB9_p50,BB9_p95
10315,Michael Tonkin,RP,MIN,34,0.8687121719605019,0.5911276874723915,0.8601134828224922,1.1811489139923284,0.35904301500159075,0.18283833825044846,0.35262689228439514,0.5605712423557803,0.9550337928646803,0.6571265876487018,0.9448247492158831,1.2852215425921971,0.49829751532949496,0.2761857774604439,0.4884651120032425,0.7554492339547114,0.05238825074386203,0,0.04737466580797639,0.13279852905282363,0.038658940348701785,0,0.03095390897748302,0.1070693238501316,1.314076807866271,0.968399306065422,1.3072247690397134,1.699339531847509,29.623833333333334,18,29,43,1.7865,0,2,4,1.3173333333333332,0,1,4,4.484677637965454,2.4856719971439953,4.396186008029183,6.7990431055924025,7.818409547644517,5.320149187251523,7.74102134540243,10.630340225930954,3.231387135014317,1.645545044254036,3.1736420305595563,5.045141181202022
10591,Scott Alexander,RP,SFG,33,0.7360829212360888,0.46879644047633134,0.7286666360293302,1.0304969296657205,0.31670413502055866,0.15172367069697992,0.30805297901534356,0.5098885539721512,1.0133443856191124,0.6945788453341384,1.0062962526389614,1.364576449551654,0.4625998511479841,0.24809892689562038,0.4528915513153814,0.7077989647557885,0.0550308863080061,0,0.04988206524728829,0.13848008557366337,0.0850593781609834,0,0.07758769836918146,0.18808917839990377,1.330048520639671,0.9604248152975516,1.3209764808863744,1.7289623821099354,24.393833333333333,14,24,36,1.8251666666666666,0,2,5,2.816333333333333,0,3,6,4.163398660331857,2.2328903420605832,4.076023961838432,6.370190682802097,6.624746291124799,4.219167964286982,6.557999724263972,9.274472366991484,2.850337215185028,1.3655130362728194,2.772476811138092,4.58899698574936
11384,Tommy Kahnle,RP,NA,50,0.9070118189549058,0.6537001961716894,0.9017464733863001,1.177542070259082,0.4988016748674915,0.3141036722640986,0.4946147292286647,0.700743804035066,0.8148042804822073,0.5834917073792533,0.8073251810512396,1.0650928220406353,0.4310603831387713,0.25571269510904765,0.421849915844261,0.634786270295904,0.03691511544883346,0,0.03370690115732364,0.09280227538308838,0.10144606677072714,0.02719786464377659,0.09708716155807684,0.18795076373039338,1.3136059553496988,1.0145631158289068,1.3067210726208998,1.6327853085139339,45.346666666666664,29,45,64,1.8428333333333333,0,2,5,5.072166666666667,1,5,10,3.879543448248942,2.301414255981429,3.796649242598349,5.713076432663136,8.163106370594152,5.8833017655452045,8.1157182604767,10.597878632331739,4.489215073807424,2.826933050376887,4.451532563057982,6.306694236315594
11426,Drew Pomeranz,RP,LAA,58,1.1331418022662567,0.8404027136834329,1.1264056625215217,1.4473351221046653,0.2894582108814126,0.15811219505320545,0.2819481130774711,0.4447796429900342,0.7141803015905698,0.4958617801475757,0.7079535040727869,0.9544552552447598,0.28919359266421363,0.14756836711232343,0.2822868617045775,0.45296595828500724,0.06770934944609815,0.014880406490424285,0.06148417527377628,0.1436514360002938,0.3264611061000181,0.16040031814076638,0.31771927903582853,0.5166297768452209,1.0036385124719824,0.7395201171135162,0.9977357463759646,1.286484729628232,65.736,44,64,92,3.9223333333333334,1,4,8,18.930333333333333,9,18,31,2.6027423339779228,1.3281153040109108,2.5405817553411976,4.076693624565065,10.19827622039631,7.5636244231508964,10.137650962693696,13.026016098941987,2.6051238979327134,1.423009755478849,2.53753301769724,4.003016786910308
11752,Luke Jackson,RP,NA,41,0.908492368608361,0.6409331523254003,0.9028707314854083,1.1890717891272442,0.4539481403667152,0.26571465669468525,0.44865890501599137,0.6618996583517182,0.9398005218617254,0.6680842704656547,0.9356390256766827,1.2265646386418503,0.5007271262705892,0.2974433892469127,0.4919427784884934,0.7327620746751724,0.04701359535549851,0,0.04351872513682985,0.11407215096686102,0.07537601928974443,0,0.0701338977014391,0.1586273591969778,1.3937486622284405,1.0594881871761546,1.3885486786199512,1.7391653412976493,37.284,24,37,53,1.9306666666666668,0,2,5,3.0883333333333334,0,3,7,4.506544136435303,2.6769905032222145,4.427485006396441,6.594858672076551,8.176431317475249,5.768398370928603,8.125836583368674,10.701646102145197,4.085533263300437,2.3914319102521673,4.037930145143922,5.957096925165463
11804,Héctor Neris,RP,KCR,22,1.0747115793177282,0.6970524288873763,1.066101855313999,1.499558118350671,0.48775047449427206,0.24042257457748556,0.47803442049123984,0.767095720962166,0.8710204260133558,0.5426883094265745,0.8590853463894867,1.2399154651883872,0.5044397964441726,0.24119880676298738,0.4919577591851012,0.8118012789009921,0.0764489018894229,0,0.058725750912719255,0.19273964776582148,0.12399215889830127,0,0.1135137379985459,0.2688920902432649,1.3587709005076278,0.9504308257226722,1.347167838766042,1.804433309791403,23.695166666666665,14,23,35,1.6855,0,1,4,2.735,0,2,6,4.539958167997553,2.1707892608668864,4.427619832665911,7.306211510108929,9.672404213859554,6.273471859986387,9.59491669782599,13.496023065156038,4.3897542704484485,2.16380317119737,4.302309784421158,6.903861488659494
11847,Chris Martin,RP,TEX,54,0.9235188052154941,0.6792172691807956,0.9167250809517051,1.1940702522181026,0.1325800109067467,0.0498597760892988,0.12818473749540438,0.22982799206670498,1.017832048893104,0.7635062313638311,1.008621354503597,1.3033421807737315,0.36305799406829303,0.21023127949275425,0.35550982567684997,0.5397560979944744,0.05941520449127852,0,0.05492178991695425,0.12614465034141448,0.32027824778818453,0.17414243286773515,0.31430388716864877,0.4858242613659379,1.1504120597998508,0.8817635512815607,1.14355329186803,1.4428613170757103,49.909166666666664,33,49,69,3.2156666666666665,0,3,7,17.3345,9,17,27,3.2675219466146372,1.8920815154347883,3.19958843109165,4.85780488195027,8.311669246939447,6.11295542262716,8.250525728565346,10.746632269962923,1.1932200981607204,0.4487379848036892,1.1536626374586394,2.0684519286003447
11861,Jason Adam,RP,SDP,61,1.1108754402230636,0.8558654666283693,1.1044384682151185,1.3906317206386343,0.3474022949821047,0.21030520253830962,0.34225972293477847,0.5012309429308814,0.617610843819923,0.43807860696468875,0.6129594007627515,0.8137200129717126,0.2412989229745087,0.13014965766243736,0.23662953132419254,0.3682023227302867,0.07878509265306397,0.017520536202296697,0.07416435355374662,0.15298521469100884,0.43931313979441655,0.26904473400017803,0.43290172876096283,0.6288031855278595,0.9650131388020277,0.7354182559014137,0.9603762692011267,1.2078713331756816,67.78433333333334,46,67,93,4.7988333333333335,1,4,10,26.787,15,26,41,2.171690306770578,1.171346918961936,2.129665781917733,3.31382090457258,9.997878962007572,7.7027891996553235,9.939946213936066,12.515685485747708,3.126620654838942,1.8927468228447866,3.0803375064130063,4.511078486377933
12056,Scott McGough,RP,NA,24,0.9025581033543901,0.5680519298663922,0.8907591440061292,1.2760583405577994,0.5415830931452197,0.27912972550080584,0.5269551777208263,0.8465213727884594,1.0798045149663105,0.7100987012934549,1.0698156391204914,1.4742395140356328,0.7140172827078737,0.4063722299159593,0.7031519919472552,1.0627075837741953,0.03577019769577513,0,0.036613464416227155,0.11494647361493678,0.07142825985263024,0,0.05674947865746893,0.18283960385021347,1.6213876081115302,1.1626097053700857,1.6148411124549118,2.103840975883394,21.597833333333334,12,21,32,0.8553333333333333,0,1,3,1.7116666666666667,0,1,4,6.426155544370863,3.6573500692436336,6.328367927525297,9.564368253967757,8.123022930189512,5.11246736879753,8.016832296055163,11.484525065020195,4.874247838306977,2.5121675295072525,4.742596599487437,7.618692355096135
12095,Yimi García,RP,TOR,56,1.135865851745968,0.8531505362822532,1.13126950335875,1.4339834874294377,0.34142131939519266,0.20028325607872832,0.33500709217868563,0.5033739207579141,0.8392458733064844,0.6125721592644342,0.8321703884252264,1.0918734487831092,0.41017842117628767,0.24687554017418295,0.4030185700940787,0.6068934917192798,0.06530516886472706,0.01542758394329303,0.060906154223733605,0.1329506820074618,0.14127327098730869,0.056722613767109846,0.13570466652227758,0.24575834540647779,1.180667192701677,0.9079354228256764,1.1775444413256873,1.4729000647412216,63.558166666666665,43,63,87,3.6566666666666667,1,3,8,7.909666666666666,3,8,14,3.691605790586589,2.2218798615676465,3.6271671308467086,5.462041425473518,10.222792665713714,7.6783548265402795,10.18142553022875,12.905851386864938,3.0727918745567337,1.8025493047085548,3.0150638296081707,4.530365286821227
12572,Blake Treinen,RP,LAD,58,1.0256320792773406,0.7681010352929935,1.0187845113821676,1.3058043085926963,0.3806221967732246,0.22139492980812325,0.37333103169633297,0.5647651711456815,0.8647823215119396,0.6233559908418931,0.8569817209515997,1.1227017675623536,0.4261576799892234,0.2526991690474908,0.41818631847553633,0.6296177593303699,0.09019216775942523,0.02035239136319839,0.08312771247082143,0.17888090699131276,0.10778727448762981,0.03590466887868493,0.10338819286430213,0.19459251588642393,1.245404518285164,0.9466174235630632,1.2405946700995165,1.557988818258725,59.52133333333333,39,59,82,5.245166666666667,1,5,11,6.266166666666667,2,6,12,3.8354191199030105,2.2742925214274172,3.763676866279827,5.666559833973329,9.230688713496065,6.912909317636941,9.169060602439508,11.752238777334266,3.4255997709590216,1.9925543682731093,3.3599792852669967,5.082886540311133
12760,Rafael Montero,RP,NYY,26,0.8705238851114705,0.5641299140700115,0.861937047570604,1.2092230580223062,0.47144665671777264,0.2474579048865763,0.462979949576434,0.7315552311132608,1.0260614481558363,0.6762873358010915,1.0179151850385677,1.3999797779171441,0.5952261821190784,0.3242758795789442,0.5847660346360151,0.9016275460652314,0.04324360404225542,0,0.037953770937427585,0.1248502012540389,0.07664572043803256,0,0.07132635647421183,0.1848597405139447,1.497508104873609,1.073139475939847,1.488017440398428,1.943863905419635,22.682333333333332,13,22,33,1.1255,0,1,3,1.9978333333333333,0,2,5,5.3570356390717055,2.9184829162104977,5.262894311724136,8.114647914587083,7.834714966003235,5.077169226630103,7.757433428135435,10.883007522200757,4.243019910459954,2.2271211439791867,4.166819546187906,6.583997080019348
12763,Chris Devenski,RP,PIT,24,0.8455013411941718,0.5224512788453071,0.8369609016069599,1.20868762994853,0.39774496420044697,0.18240022967601502,0.384907252847845,0.6568526665104433,1.086158106264304,0.71039843193646,1.0738522156387633,1.5081013556412615,0.5991373233561198,0.31068598315764323,0.5860260203108196,0.936217284585538,0.048893449608496085,0,0.042466135697534754,0.13862386397896242,0.056976128877894085,0,0.04480166771381171,0.15473809328416666,1.483903070464751,1.0503722719441968,1.4732686506091526,1.960850065855295,20.315666666666665,11,20,30,1.1733333333333333,0,1,3,1.367,0,1,4,5.392235910205078,2.796173848418789,5.274234182797377,8.425955561269841,7.609512070747546,4.702061509607764,7.532648114462639,10.87818866953677,3.5797046778040227,1.6416020670841351,3.464165275630605,5.911673998593989
12777,John Brebbia,RP,COL,10,0.9236267289050212,0.4296735965463525,0.9058824114939426,1.4808160976398401,0.38223641758182264,0.09601241027911664,0.36420238187474696,0.7405826914416456,1.178188457760372,0.6169658881291411,1.1554822592415797,1.7992924893560673,0.720624533345059,0.27907184525956064,0.697998498866734,1.2364264909449756,0.042476454576873164,0,0,0.1841237171535851,0.07166574732935879,0,0.07387581557788009,0.23761960641067367,1.5604248753421948,0.9188678917770696,1.541189157612112,2.2738290804311916,9.210666666666667,4,9,15,0.42283333333333334,0,0,2,0.7146666666666667,0,1,2,6.485620800105531,2.5116466073360457,6.281986489800606,11.12783841850478,8.31264056014519,3.8670623689171726,8.152941703445483,13.327344878758561,3.440127758236404,0.8641116925120498,3.2778214368727228,6.66524422297481
12791,Michael Kelly,RP,ATH,60,0.8501975414892529,0.6183405488928075,0.8439455688583145,1.1075087832323898,0.3797038065458632,0.22753922985699943,0.3723975889712977,0.5540609497794683,0.8862099184998832,0.6402811028240396,0.881734179304922,1.146997113460954,0.41325438826808086,0.2474877021452994,0.4059527473043405,0.599457341237345,0.05601796558912292,0.012846066594461747,0.05260744890469615,0.1155989127562596,0.08672967008401278,0.020323695298090166,0.0824937662023861,0.16419776531706035,1.2659137250457464,0.9731201923901547,1.2602961764090574,1.583071980450048,51.10933333333333,33,50,72,3.3713333333333333,1,3,7,5.207333333333334,1,5,10,3.719289494412728,2.2273893193076946,3.6535747257390643,5.395116071136105,7.651777873403276,5.565064940035268,7.595510119724831,9.967579049091508,3.417334258912769,2.0478530687129948,3.3515783007416795,4.9865485480152145
12828,Andrew Kittredge,RP,BAL,67,1.0130660104046387,0.77230482434127945,1.0067106428258206,1.275423749036143,0.21973587573036035,0.11805399713763841,0.21487590916895655,0.33429247019307146,0.7718939243768063,0.5673965076615118,0.7676398302342027,0.9928342479209196,0.2935093826511957,0.17089685637239527,0.2876178560316909,0.43543436196386354,0.08661677890331809,0.026195796924586307,0.0823624106390661,0.16362424355953595,0.4639287290182841,0.28787010425835036,0.4565601386323843,0.6694421397187567,0.9916298001071666,0.7630114286782983,0.9856730010961705,1.23811665853939,67.94683333333333,47,67,93,5.811833333333333,2,5,11,31.121333333333332,18,30,47,2.6415844438607614,1.5380717073515573,2.588560704285218,3.918909257674772,9.117594093641749,6.950743419071515,9.060395785432386,11.478813741325288,1.977622881573243,1.0624859742387456,1.9338831825206089,3.0086322317376433
12857,Shawn Armstrong,RP,CLE,68,0.9853978244059145,0.7535583977553333,0.9808624496008906,1.235155346446944,0.29798183541708434,0.18172373713166823,0.29306665168592594,0.4319101789853695,0.832016468913101,0.6251176857241028,0.8252315901534063,1.0575112891885279,0.3604891387252957,0.22144525764587575,0.35521774826714847,0.5146095287683025,0.05347739756715651,0.013286855906278046,0.049744824537234805,0.10887085818416566,0.2738995007716151,0.14219482076811288,0.2679024690003535,0.4263750411176046,1.1299983043301853,0.8907118586342891,1.1256545599236065,1.3874127209419762,66.97666666666667,45,66,92,3.6355,1,3,8,18.6305,9,18,30,3.244402248527661,1.9930073188128818,3.196959734404336,4.631485758914722,8.868580419653231,6.782025579798,8.827762046408015,11.116398118022497,2.681836518753759,1.635513634185014,2.6375998651733337,3.8871916108683253
12972,Joe Ross,RP,ARI,12,0.7847595275841902,0.3803494072547429,0.7709976104225358,1.2483758630292014,0.34622211999220026,0.0866016867899177,0.32859712733724045,0.6610043668711953,1.0859560400426773,0.6004177621159162,1.066378227424754,1.6263069143498163,0.560391671557496,0.2094326315338127,0.5408884864700682,0.9805218881723223,0.041978774283682144,0,0,0.16818754487403947,0.04281561431198799,0,0,0.16738620187247946,1.4321781600348775,0.8713525777410819,1.4144210165240687,2.05441246069461,9.410666666666666,4,9,16,0.50216666666666665,0,0,2,0.5135,0,0,2,5.043525044017464,1.8848936838043142,4.867996378230614,8.824696993550901,7.0628357482577115,3.4231446652926865,6.938978493802822,11.235382767262813,3.1159990799298023,0.7794151811092593,2.957374146035164,5.949039301840758
12988,Andrew Chafin,RP,MIN,54,1.0060722968502456,0.7528715484193601,0.9990897953934018,1.2855100073820291,0.5136850070539896,0.3306182929472602,0.5095559805956886,0.713748294996719,0.8617275125742643,0.6315524062688931,0.8582685076761292,1.1095746820396637,0.4627149081255831,0.2868041068665193,0.45670672516944,0.6653233473110401,0.04661876976030744,0,0.04240545521408415,0.10366802436849008,0.088583509157942,0.021531985463235294,0.08459675262782904,0.16906100893148554,1.3754125196282538,1.0769827516795558,1.3714869615072636,1.6846107200023916,54.40116666666667,36,54,75,2.524,0,2,6,4.781333333333333,1,5,9,4.164434173130248,2.5812369617986737,4.11036052652496,5.987910125799361,9.05465067165221,6.775843935774241,8.991808158540616,11.569590066438263,4.6231650634859065,2.9755646365253416,4.586003825361198,6.423734654970471
13133,Derek Law,RP,ARI,24,0.8299144546326381,0.5181958880758946,0.8213884701644312,1.1811315631719046,0.310325499330355,0.12487145819510612,0.3007763657286807,0.5227358232723701,0.9001267196881394,0.5769876222740293,0.8908901630976669,1.2574240447160332,0.3919551359183501,0.1787905563583912,0.38251581320653927,0.6372528027474902,0.054750467700154674,0,0.044746758531719874,0.14864405243636225,0.06577707501067385,0,0.05049135793402999,0.1668807051207105,1.2104522190184945,0.8263109833434183,1.2034625912204386,1.6301160115630082,19.8965,11,19,30,1.316,0,1,4,1.5736666666666668,0,1,4,3.5275962232651508,1.6091150072255207,3.4426423188588533,5.7352752247274115,7.469230091693743,4.663762992683051,7.39249623147988,10.630184068547141,2.7929294939731952,1.123843123755955,2.7069872915581263,4.704622409451331
